fips,pop,state,county
2290,5230,Alaska,Yukon-Koyukuk Census Area
2999,,Alaska,Unknown
4001,71887,Arizona,Apache
4003,125922,Arizona,Cochise
4005,143476,Arizona,Coconino
4007,54018,Arizona,Gila
4009,38837,Arizona,Graham
4011,9498,Arizona,Greenlee
4012,21108,Arizona,La Paz
4013,4485414,Arizona,Maricopa
4015,212181,Arizona,Mohave
4017,110924,Arizona,Navajo
4019,1047279,Arizona,Pima
4021,462789,Arizona,Pinal
4023,46498,Arizona,Santa Cruz
4025,235099,Arizona,Yavapai
4027,213787,Arizona,Yuma
4999,,Arizona,Unknown
5001,17486,Arkansas,Arkansas
5003,19657,Arkansas,Ashley
5005,41932,Arkansas,Baxter
5007,279141,Arkansas,Benton
5009,37432,Arkansas,Boone
5011,10763,Arkansas,Bradley
5013,5189,Arkansas,Calhoun
5015,28380,Arkansas,Carroll
5017,10118,Arkansas,Chicot
5019,22320,Arkansas,Clark
5021,14551,Arkansas,Clay
5023,24919,Arkansas,Cleburne
5025,7956,Arkansas,Cleveland
5027,23457,Arkansas,Columbia
5029,20846,Arkansas,Conway
5031,110332,Arkansas,Craighead
5033,63257,Arkansas,Crawford
5035,47955,Arkansas,Crittenden
5037,16419,Arkansas,Cross
5039,7009,Arkansas,Dallas
5041,11361,Arkansas,Desha
5043,18219,Arkansas,Drew
5045,126007,Arkansas,Faulkner
5047,17715,Arkansas,Franklin
5049,12477,Arkansas,Fulton
5051,99386,Arkansas,Garland
5053,18265,Arkansas,Grant
5055,45325,Arkansas,Greene
5057,21532,Arkansas,Hempstead
5059,33771,Arkansas,Hot Spring
5061,13202,Arkansas,Howard
5063,37825,Arkansas,Independence
5065,13629,Arkansas,Izard
5067,16719,Arkansas,Jackson
5069,66824,Arkansas,Jefferson
5071,26578,Arkansas,Johnson
5073,6624,Arkansas,Lafayette
5075,16406,Arkansas,Lawrence
5077,8857,Arkansas,Lee
5079,13024,Arkansas,Lincoln
5081,12259,Arkansas,Little River
5083,21466,Arkansas,Logan
5085,73309,Arkansas,Lonoke
5087,16576,Arkansas,Madison
5089,16694,Arkansas,Marion
5091,43257,Arkansas,Miller
5093,40651,Arkansas,Mississippi
5095,6701,Arkansas,Monroe
5097,8986,Arkansas,Montgomery
5099,8252,Arkansas,Nevada
5101,7753,Arkansas,Newton
5103,23382,Arkansas,Ouachita
5105,10455,Arkansas,Perry
5107,17782,Arkansas,Phillips
5109,10718,Arkansas,Pike
5111,23528,Arkansas,Poinsett
5113,19964,Arkansas,Polk
5115,64072,Arkansas,Pope
5117,8062,Arkansas,Prairie
5119,391911,Arkansas,Pulaski
5121,17958,Arkansas,Randolph
5123,24994,Arkansas,St. Francis
5125,122437,Arkansas,Saline
5127,10281,Arkansas,Scott
5129,7881,Arkansas,Searcy
5131,127827,Arkansas,Sebastian
5133,17007,Arkansas,Sevier
5135,17442,Arkansas,Sharp
5137,12506,Arkansas,Stone
5139,38682,Arkansas,Union
5141,16545,Arkansas,Van Buren
5143,239187,Arkansas,Washington
5145,78753,Arkansas,White
5147,6320,Arkansas,Woodruff
5149,21341,Arkansas,Yell
5999,,Arkansas,Unknown
6001,1671329,California,Alameda
6003,1129,California,Alpine
6005,39752,California,Amador
6007,219186,California,Butte
6009,45905,California,Calaveras
6011,21547,California,Colusa
6013,1153526,California,Contra Costa
6015,27812,California,Del Norte
6017,192843,California,El Dorado
6019,999101,California,Fresno
6021,28393,California,Glenn
6023,135558,California,Humboldt
6025,181215,California,Imperial
6027,18039,California,Inyo
6029,900202,California,Kern
6031,152940,California,Kings
6033,64386,California,Lake
6035,30573,California,Lassen
6037,10039107,California,Los Angeles
6039,157327,California,Madera
6041,258826,California,Marin
6043,17203,California,Mariposa
6045,86749,California,Mendocino
6047,277680,California,Merced
6049,8841,California,Modoc
6051,14444,California,Mono
6053,434061,California,Monterey
6055,137744,California,Napa
6057,99755,California,Nevada
6059,3175692,California,Orange
6061,398329,California,Placer
6063,18807,California,Plumas
6065,2470546,California,Riverside
6067,1552058,California,Sacramento
6069,62808,California,San Benito
6071,2180085,California,San Bernardino
6073,3338330,California,San Diego
6075,881549,California,San Francisco
6077,762148,California,San Joaquin
6079,283111,California,San Luis Obispo
6081,766573,California,San Mateo
6083,446499,California,Santa Barbara
6085,1927852,California,Santa Clara
6087,273213,California,Santa Cruz
6089,180080,California,Shasta
6091,3005,California,Sierra
6093,43539,California,Siskiyou
6095,447643,California,Solano
6097,494336,California,Sonoma
6099,550660,California,Stanislaus
6101,96971,California,Sutter
6103,65084,California,Tehama
6105,12285,California,Trinity
6107,466195,California,Tulare
6109,54478,California,Tuolumne
6111,846006,California,Ventura
6113,220500,California,Yolo
6115,78668,California,Yuba
6999,,California,Unknown
8001,517421,Colorado,Adams
8003,16233,Colorado,Alamosa
8005,656590,Colorado,Arapahoe
8007,14029,Colorado,Archuleta
8009,3581,Colorado,Baca
8011,5577,Colorado,Bent
8013,326196,Colorado,Boulder
8014,70465,Colorado,Broomfield
8015,20356,Colorado,Chaffee
8017,1831,Colorado,Cheyenne
8019,9700,Colorado,Clear Creek
8021,8205,Colorado,Conejos
8023,3887,Colorado,Costilla
8025,6061,Colorado,Crowley
8027,5068,Colorado,Custer
8029,31162,Colorado,Delta
8031,727211,Colorado,Denver
8033,2055,Colorado,Dolores
8035,351154,Colorado,Douglas
8037,55127,Colorado,Eagle
8039,26729,Colorado,Elbert
8041,720403,Colorado,El Paso
8043,47839,Colorado,Fremont
8045,60061,Colorado,Garfield
8047,6243,Colorado,Gilpin
8049,15734,Colorado,Grand
8051,17462,Colorado,Gunnison
8053,820,Colorado,Hinsdale
8055,6897,Colorado,Huerfano
8057,1392,Colorado,Jackson
8059,582881,Colorado,Jefferson
8061,1406,Colorado,Kiowa
8063,7097,Colorado,Kit Carson
8065,8127,Colorado,Lake
8067,56221,Colorado,La Plata
8069,356899,Colorado,Larimer
8071,14506,Colorado,Las Animas
8073,5701,Colorado,Lincoln
8075,22409,Colorado,Logan
8077,154210,Colorado,Mesa
8079,769,Colorado,Mineral
8081,13283,Colorado,Moffat
8083,26183,Colorado,Montezuma
8085,42758,Colorado,Montrose
8087,29068,Colorado,Morgan
8089,18278,Colorado,Otero
8091,4952,Colorado,Ouray
8093,18845,Colorado,Park
8095,4265,Colorado,Phillips
8097,17767,Colorado,Pitkin
8099,12172,Colorado,Prowers
8101,168424,Colorado,Pueblo
8103,6324,Colorado,Rio Blanco
8105,11267,Colorado,Rio Grande
8107,25638,Colorado,Routt
8109,6824,Colorado,Saguache
8111,728,Colorado,San Juan
8113,8179,Colorado,San Miguel
8115,2248,Colorado,Sedgwick
8117,31011,Colorado,Summit
8119,25388,Colorado,Teller
8121,4908,Colorado,Washington
8123,324492,Colorado,Weld
8125,10019,Colorado,Yuma
8999,,Colorado,Unknown
9001,943332,Connecticut,Fairfield
9003,891720,Connecticut,Hartford
9005,180333,Connecticut,Litchfield
9007,162436,Connecticut,Middlesex
9009,854757,Connecticut,New Haven
9011,265206,Connecticut,New London
9013,150721,Connecticut,Tolland
9015,116782,Connecticut,Windham
9999,,Connecticut,Unknown
10001,180786,Delaware,Kent
10003,558753,Delaware,New Castle
10005,234225,Delaware,Sussex
10999,,Delaware,Unknown
11001,705749,District of Columbia,District of Columbia
11999,,District of Columbia,Unknown
12001,269043,Florida,Alachua
12003,29210,Florida,Baker
12005,174705,Florida,Bay
12007,28201,Florida,Bradford
12009,601942,Florida,Brevard
12011,1952778,Florida,Broward
12013,14105,Florida,Calhoun
12015,188910,Florida,Charlotte
12017,149657,Florida,Citrus
12019,219252,Florida,Clay
12021,384902,Florida,Collier
12023,71686,Florida,Columbia
12027,38001,Florida,DeSoto
12029,16826,Florida,Dixie
12031,957755,Florida,Duval
12033,318316,Florida,Escambia
12035,115081,Florida,Flagler
12037,12125,Florida,Franklin
12039,45660,Florida,Gadsden
12041,18582,Florida,Gilchrist
12043,13811,Florida,Glades
12045,13639,Florida,Gulf
12047,14428,Florida,Hamilton
12049,26937,Florida,Hardee
12051,42022,Florida,Hendry
12053,193920,Florida,Hernando
12055,106221,Florida,Highlands
12057,1471968,Florida,Hillsborough
12059,19617,Florida,Holmes
12061,159923,Florida,Indian River
12063,46414,Florida,Jackson
12065,14246,Florida,Jefferson
12067,8422,Florida,Lafayette
12069,367118,Florida,Lake
12071,770577,Florida,Lee
12073,293582,Florida,Leon
12075,41503,Florida,Levy
12077,8354,Florida,Liberty
12079,18493,Florida,Madison
12081,403253,Florida,Manatee
12083,365579,Florida,Marion
12085,161000,Florida,Martin
12086,2716940,Florida,Miami-Dade
12087,74228,Florida,Monroe
12089,88625,Florida,Nassau
12091,210738,Florida,Okaloosa
12093,42168,Florida,Okeechobee
12095,1393452,Florida,Orange
12097,375751,Florida,Osceola
12099,1496770,Florida,Palm Beach
12101,553947,Florida,Pasco
12103,974996,Florida,Pinellas
12105,724777,Florida,Polk
12107,74521,Florida,Putnam
12109,264672,Florida,St. Johns
12111,328297,Florida,St. Lucie
12113,184313,Florida,Santa Rosa
12115,433742,Florida,Sarasota
12117,471826,Florida,Seminole
12119,132420,Florida,Sumter
12121,44417,Florida,Suwannee
12123,21569,Florida,Taylor
12125,15237,Florida,Union
12127,553284,Florida,Volusia
12129,33739,Florida,Wakulla
12131,74071,Florida,Walton
12133,25473,Florida,Washington
12999,,Florida,Unknown
13001,18386,Georgia,Appling
13003,8165,Georgia,Atkinson
13005,11164,Georgia,Bacon
13007,3038,Georgia,Baker
13009,44890,Georgia,Baldwin
13011,19234,Georgia,Banks
13013,83240,Georgia,Barrow
13015,107738,Georgia,Bartow
13017,16700,Georgia,Ben Hill
13019,19397,Georgia,Berrien
13021,153159,Georgia,Bibb
13023,12873,Georgia,Bleckley
13025,19109,Georgia,Brantley
13027,15457,Georgia,Brooks
13029,39627,Georgia,Bryan
13031,79608,Georgia,Bulloch
13033,22383,Georgia,Burke
13035,24936,Georgia,Butts
13037,6189,Georgia,Calhoun
13039,54666,Georgia,Camden
13043,10803,Georgia,Candler
13045,119992,Georgia,Carroll
13047,67580,Georgia,Catoosa
13049,13392,Georgia,Charlton
13051,289430,Georgia,Chatham
13053,10907,Georgia,Chattahoochee
13055,24789,Georgia,Chattooga
13057,258773,Georgia,Cherokee
13059,128331,Georgia,Clarke
13061,2834,Georgia,Clay
13063,292256,Georgia,Clayton
13065,6618,Georgia,Clinch
13067,760141,Georgia,Cobb
13069,43273,Georgia,Coffee
13071,45600,Georgia,Colquitt
13073,156714,Georgia,Columbia
13075,17270,Georgia,Cook
13077,148509,Georgia,Coweta
13079,12404,Georgia,Crawford
13081,22372,Georgia,Crisp
13083,16116,Georgia,Dade
13085,26108,Georgia,Dawson
13087,26404,Georgia,Decatur
13089,759297,Georgia,DeKalb
13091,20605,Georgia,Dodge
13093,13390,Georgia,Dooly
13095,87956,Georgia,Dougherty
13097,146343,Georgia,Douglas
13099,10190,Georgia,Early
13101,4006,Georgia,Echols
13103,64296,Georgia,Effingham
13105,19194,Georgia,Elbert
13107,22646,Georgia,Emanuel
13109,10654,Georgia,Evans
13111,26188,Georgia,Fannin
13113,114421,Georgia,Fayette
13115,98498,Georgia,Floyd
13117,244252,Georgia,Forsyth
13119,23349,Georgia,Franklin
13121,1063937,Georgia,Fulton
13123,31369,Georgia,Gilmer
13125,2971,Georgia,Glascock
13127,85292,Georgia,Glynn
13129,57963,Georgia,Gordon
13131,24633,Georgia,Grady
13133,18324,Georgia,Greene
13135,936250,Georgia,Gwinnett
13137,45328,Georgia,Habersham
13139,204441,Georgia,Hall
13141,8457,Georgia,Hancock
13143,29792,Georgia,Haralson
13145,35236,Georgia,Harris
13147,26205,Georgia,Hart
13149,11923,Georgia,Heard
13151,234561,Georgia,Henry
13153,157863,Georgia,Houston
13155,9416,Georgia,Irwin
13157,72977,Georgia,Jackson
13159,14219,Georgia,Jasper
13161,15115,Georgia,Jeff Davis
13163,15362,Georgia,Jefferson
13165,8676,Georgia,Jenkins
13167,9643,Georgia,Johnson
13169,28735,Georgia,Jones
13171,19077,Georgia,Lamar
13173,10423,Georgia,Lanier
13175,47546,Georgia,Laurens
13177,29992,Georgia,Lee
13179,61435,Georgia,Liberty
13181,7921,Georgia,Lincoln
13183,19559,Georgia,Long
13185,117406,Georgia,Lowndes
13187,33610,Georgia,Lumpkin
13189,21312,Georgia,McDuffie
13191,14378,Georgia,McIntosh
13193,12947,Georgia,Macon
13195,29880,Georgia,Madison
13197,8359,Georgia,Marion
13199,21167,Georgia,Meriwether
13201,5718,Georgia,Miller
13205,21863,Georgia,Mitchell
13207,27578,Georgia,Monroe
13209,9172,Georgia,Montgomery
13211,19276,Georgia,Morgan
13213,40096,Georgia,Murray
13215,195769,Georgia,Muscogee
13217,111744,Georgia,Newton
13219,40280,Georgia,Oconee
13221,15259,Georgia,Oglethorpe
13223,168667,Georgia,Paulding
13225,27546,Georgia,Peach
13227,32591,Georgia,Pickens
13229,19465,Georgia,Pierce
13231,18962,Georgia,Pike
13233,42613,Georgia,Polk
13235,11137,Georgia,Pulaski
13237,22119,Georgia,Putnam
13239,2299,Georgia,Quitman
13241,17137,Georgia,Rabun
13243,6778,Georgia,Randolph
13245,202518,Georgia,Richmond
13247,90896,Georgia,Rockdale
13249,5257,Georgia,Schley
13251,13966,Georgia,Screven
13253,8090,Georgia,Seminole
13255,66703,Georgia,Spalding
13257,25925,Georgia,Stephens
13259,6621,Georgia,Stewart
13261,29524,Georgia,Sumter
13263,6195,Georgia,Talbot
13265,1537,Georgia,Taliaferro
13267,25286,Georgia,Tattnall
13269,8020,Georgia,Taylor
13271,15860,Georgia,Telfair
13273,8531,Georgia,Terrell
13275,44451,Georgia,Thomas
13277,40644,Georgia,Tift
13279,26830,Georgia,Toombs
13281,12037,Georgia,Towns
13283,6901,Georgia,Treutlen
13285,69922,Georgia,Troup
13287,7985,Georgia,Turner
13289,8120,Georgia,Twiggs
13291,24511,Georgia,Union
13293,26320,Georgia,Upson
13295,69761,Georgia,Walker
13297,94593,Georgia,Walton
13299,35734,Georgia,Ware
13301,5254,Georgia,Warren
13303,20374,Georgia,Washington
13305,29927,Georgia,Wayne
13307,2607,Georgia,Webster
13309,7855,Georgia,Wheeler
13311,30798,Georgia,White
13313,104628,Georgia,Whitfield
13315,8635,Georgia,Wilcox
13317,9777,Georgia,Wilkes
13319,8954,Georgia,Wilkinson
13321,20247,Georgia,Worth
13999,,Georgia,Unknown
15001,201513,Hawaii,Hawaii
15003,974563,Hawaii,Honolulu
15005,86,Hawaii,Kalawao
15007,72293,Hawaii,Kauai
15009,167417,Hawaii,Maui
15999,,Hawaii,Unknown
16001,481587,Idaho,Ada
16003,4294,Idaho,Adams
16005,87808,Idaho,Bannock
16007,6125,Idaho,Bear Lake
16009,9298,Idaho,Benewah
16011,46811,Idaho,Bingham
16013,23021,Idaho,Blaine
16015,7831,Idaho,Boise
16017,45739,Idaho,Bonner
16019,119062,Idaho,Bonneville
16021,12245,Idaho,Boundary
16023,2597,Idaho,Butte
16025,1106,Idaho,Camas
16027,229849,Idaho,Canyon
16029,7155,Idaho,Caribou
16031,24030,Idaho,Cassia
16033,845,Idaho,Clark
16035,8756,Idaho,Clearwater
16037,4315,Idaho,Custer
16039,27511,Idaho,Elmore
16041,13876,Idaho,Franklin
16043,13099,Idaho,Fremont
16045,18112,Idaho,Gem
16047,15179,Idaho,Gooding
16049,16667,Idaho,Idaho
16051,29871,Idaho,Jefferson
16053,24412,Idaho,Jerome
16055,165697,Idaho,Kootenai
16057,40108,Idaho,Latah
16059,8027,Idaho,Lemhi
16061,3838,Idaho,Lewis
16063,5366,Idaho,Lincoln
16065,39907,Idaho,Madison
16067,21039,Idaho,Minidoka
16069,40408,Idaho,Nez Perce
16071,4531,Idaho,Oneida
16073,11823,Idaho,Owyhee
16075,23951,Idaho,Payette
16077,7681,Idaho,Power
16079,12882,Idaho,Shoshone
16081,12142,Idaho,Teton
16083,86878,Idaho,Twin Falls
16085,11392,Idaho,Valley
16087,10194,Idaho,Washington
16999,,Idaho,Unknown
17001,65435,Illinois,Adams
17003,5761,Illinois,Alexander
17005,16426,Illinois,Bond
17007,53544,Illinois,Boone
17009,6578,Illinois,Brown
17011,32628,Illinois,Bureau
17013,4739,Illinois,Calhoun
17015,14305,Illinois,Carroll
17017,12147,Illinois,Cass
17019,209689,Illinois,Champaign
17021,32304,Illinois,Christian
17023,15441,Illinois,Clark
17025,13184,Illinois,Clay
17027,37562,Illinois,Clinton
17029,50621,Illinois,Coles
17031,5150233,Illinois,Cook
17033,18667,Illinois,Crawford
17035,10766,Illinois,Cumberland
17037,104897,Illinois,DeKalb
17039,15638,Illinois,De Witt
17041,19465,Illinois,Douglas
17043,922921,Illinois,DuPage
17045,17161,Illinois,Edgar
17047,6395,Illinois,Edwards
17049,34008,Illinois,Effingham
17051,21336,Illinois,Fayette
17053,12961,Illinois,Ford
17055,38469,Illinois,Franklin
17057,34340,Illinois,Fulton
17059,4828,Illinois,Gallatin
17061,12969,Illinois,Greene
17063,51054,Illinois,Grundy
17065,8116,Illinois,Hamilton
17067,17708,Illinois,Hancock
17069,3821,Illinois,Hardin
17071,6646,Illinois,Henderson
17073,48913,Illinois,Henry
17075,27114,Illinois,Iroquois
17077,56750,Illinois,Jackson
17079,9610,Illinois,Jasper
17081,37684,Illinois,Jefferson
17083,21773,Illinois,Jersey
17085,21235,Illinois,Jo Daviess
17087,12417,Illinois,Johnson
17089,532403,Illinois,Kane
17091,109862,Illinois,Kankakee
17093,128990,Illinois,Kendall
17095,49699,Illinois,Knox
17097,696535,Illinois,Lake
17099,108669,Illinois,LaSalle
17101,15678,Illinois,Lawrence
17103,34096,Illinois,Lee
17105,35648,Illinois,Livingston
17107,28618,Illinois,Logan
17109,29682,Illinois,McDonough
17111,307774,Illinois,McHenry
17113,171517,Illinois,McLean
17115,104009,Illinois,Macon
17117,44926,Illinois,Macoupin
17119,262966,Illinois,Madison
17121,37205,Illinois,Marion
17123,11438,Illinois,Marshall
17125,13359,Illinois,Mason
17127,13772,Illinois,Massac
17129,12196,Illinois,Menard
17131,15437,Illinois,Mercer
17133,34637,Illinois,Monroe
17135,28414,Illinois,Montgomery
17137,33658,Illinois,Morgan
17139,14501,Illinois,Moultrie
17141,50643,Illinois,Ogle
17143,179179,Illinois,Peoria
17145,20916,Illinois,Perry
17147,16344,Illinois,Piatt
17149,15561,Illinois,Pike
17151,4177,Illinois,Pope
17153,5335,Illinois,Pulaski
17155,5739,Illinois,Putnam
17157,31782,Illinois,Randolph
17159,15513,Illinois,Richland
17161,141879,Illinois,Rock Island
17163,259686,Illinois,St. Clair
17165,23491,Illinois,Saline
17167,194672,Illinois,Sangamon
17169,6768,Illinois,Schuyler
17171,4951,Illinois,Scott
17173,21634,Illinois,Shelby
17175,5342,Illinois,Stark
17177,44498,Illinois,Stephenson
17179,131803,Illinois,Tazewell
17181,16653,Illinois,Union
17183,75758,Illinois,Vermilion
17185,11520,Illinois,Wabash
17187,16844,Illinois,Warren
17189,13887,Illinois,Washington
17191,16215,Illinois,Wayne
17193,13537,Illinois,White
17195,55175,Illinois,Whiteside
17197,690743,Illinois,Will
17199,66597,Illinois,Williamson
17201,282572,Illinois,Winnebago
17203,38459,Illinois,Woodford
17999,,Illinois,Unknown
18001,35777,Indiana,Adams
18003,379299,Indiana,Allen
18005,83779,Indiana,Bartholomew
18007,8748,Indiana,Benton
18009,11758,Indiana,Blackford
18011,67843,Indiana,Boone
18013,15092,Indiana,Brown
18015,20257,Indiana,Carroll
18017,37689,Indiana,Cass
18019,118302,Indiana,Clark
18021,26225,Indiana,Clay
18023,32399,Indiana,Clinton
18025,10577,Indiana,Crawford
18027,33351,Indiana,Daviess
18029,49458,Indiana,Dearborn
18031,26559,Indiana,Decatur
18033,43475,Indiana,DeKalb
18035,114135,Indiana,Delaware
18037,42736,Indiana,Dubois
18039,206341,Indiana,Elkhart
18041,23102,Indiana,Fayette
18043,78522,Indiana,Floyd
18045,16346,Indiana,Fountain
18047,22758,Indiana,Franklin
18049,19974,Indiana,Fulton
18051,33659,Indiana,Gibson
18053,65769,Indiana,Grant
18055,31922,Indiana,Greene
18057,338011,Indiana,Hamilton
18059,78168,Indiana,Hancock
18061,40515,Indiana,Harrison
18063,170311,Indiana,Hendricks
18065,47972,Indiana,Henry
18067,82544,Indiana,Howard
18069,36520,Indiana,Huntington
18071,44231,Indiana,Jackson
18073,33562,Indiana,Jasper
18075,20436,Indiana,Jay
18077,32308,Indiana,Jefferson
18079,27735,Indiana,Jennings
18081,158167,Indiana,Johnson
18083,36594,Indiana,Knox
18085,79456,Indiana,Kosciusko
18087,39614,Indiana,LaGrange
18089,485493,Indiana,Lake
18091,109888,Indiana,LaPorte
18093,45370,Indiana,Lawrence
18095,129569,Indiana,Madison
18097,964582,Indiana,Marion
18099,46258,Indiana,Marshall
18101,10255,Indiana,Martin
18103,35516,Indiana,Miami
18105,148431,Indiana,Monroe
18107,38338,Indiana,Montgomery
18109,70489,Indiana,Morgan
18111,13984,Indiana,Newton
18113,47744,Indiana,Noble
18115,5875,Indiana,Ohio
18117,19646,Indiana,Orange
18119,20799,Indiana,Owen
18121,16937,Indiana,Parke
18123,19169,Indiana,Perry
18125,12389,Indiana,Pike
18127,170389,Indiana,Porter
18129,25427,Indiana,Posey
18131,12353,Indiana,Pulaski
18133,37576,Indiana,Putnam
18135,24665,Indiana,Randolph
18137,28324,Indiana,Ripley
18139,16581,Indiana,Rush
18141,271826,Indiana,St. Joseph
18143,23873,Indiana,Scott
18145,44729,Indiana,Shelby
18147,20277,Indiana,Spencer
18149,22995,Indiana,Starke
18151,34594,Indiana,Steuben
18153,20669,Indiana,Sullivan
18155,10751,Indiana,Switzerland
18157,195732,Indiana,Tippecanoe
18159,15148,Indiana,Tipton
18161,7054,Indiana,Union
18163,181451,Indiana,Vanderburgh
18165,15498,Indiana,Vermillion
18167,107038,Indiana,Vigo
18169,30996,Indiana,Wabash
18171,8265,Indiana,Warren
18173,62998,Indiana,Warrick
18175,28036,Indiana,Washington
18177,65884,Indiana,Wayne
18179,28296,Indiana,Wells
18181,24102,Indiana,White
18183,33964,Indiana,Whitley
18999,,Indiana,Unknown
19001,7152,Iowa,Adair
19003,3602,Iowa,Adams
19005,13687,Iowa,Allamakee
19007,12426,Iowa,Appanoose
19009,5496,Iowa,Audubon
19011,25645,Iowa,Benton
19013,131228,Iowa,Black Hawk
19015,26234,Iowa,Boone
19017,25062,Iowa,Bremer
19019,21175,Iowa,Buchanan
19021,19620,Iowa,Buena Vista
19023,14439,Iowa,Butler
19025,9668,Iowa,Calhoun
19027,20165,Iowa,Carroll
19029,12836,Iowa,Cass
19031,18627,Iowa,Cedar
19033,42450,Iowa,Cerro Gordo
19035,11235,Iowa,Cherokee
19037,11933,Iowa,Chickasaw
19039,9395,Iowa,Clarke
19041,16016,Iowa,Clay
19043,17549,Iowa,Clayton
19045,46429,Iowa,Clinton
19047,16820,Iowa,Crawford
